"JURISDICTION","AGE_GROUP","DETECTION_METHOD","Month","DETECTION_TYPE","Sum(FINES)","POPULATION"
"SA","65 and over","Mobile camera",5,"camera_issued",1024,370382
"SA","65 and over","Mobile camera",6,"camera_issued",1120,370382
"SA","65 and over","Mobile camera",7,"camera_issued",953,370382
"SA","65 and over","Mobile camera",8,"camera_issued",1099,370382
"SA","65 and over","Mobile camera",9,"camera_issued",1052,370382
"SA","65 and over","Mobile camera",10,"camera_issued",1113,370382
"SA","65 and over","Mobile camera",11,"camera_issued",1329,370382
"SA","65 and over","Mobile camera",12,"camera_issued",847,370382
"SA","65 and over","Police issued",1,"police_issued",355,370382
"SA","65 and over","Police issued",2,"police_issued",356,370382
"SA","65 and over","Police issued",3,"police_issued",447,370382
"SA","65 and over","Police issued",4,"police_issued",426,370382
"SA","65 and over","Police issued",5,"police_issued",416,370382
"SA","65 and over","Police issued",6,"police_issued",362,370382
"SA","65 and over","Police issued",7,"police_issued",407,370382
"SA","65 and over","Police issued",8,"police_issued",456,370382
"SA","65 and over","Police issued",9,"police_issued",465,370382
"SA","65 and over","Police issued",10,"police_issued",436,370382
"SA","65 and over","Police issued",11,"police_issued",543,370382
"SA","65 and over","Police issued",12,"police_issued",452,370382
"TAS","0-16","Fixed or mobile camera",4,"camera_issued",1,93905
"TAS","0-16","Fixed or mobile camera",5,"camera_issued",3,93905
"TAS","0-16","Fixed or mobile camera",6,"camera_issued",2,93905
"TAS","0-16","Fixed or mobile camera",7,"camera_issued",1,93905
"TAS","0-16","Fixed or mobile camera",8,"camera_issued",3,93905
"TAS","0-16","Fixed or mobile camera",9,"camera_issued",3,93905
"TAS","0-16","Fixed or mobile camera",11,"camera_issued",1,93905
"TAS","0-16","Fixed or mobile camera",12,"camera_issued",1,93905
"TAS","0-16","Police issued",2,"police_issued",0,93905
"TAS","0-16","Police issued",3,"police_issued",0,93905
"TAS","0-16","Police issued",6,"police_issued",1,93905
"TAS","0-16","Police issued",9,"police_issued",0,93905
"TAS","0-16","Police issued",10,"police_issued",1,93905
"TAS","0-16","Police issued",11,"police_issued",0,93905
"TAS","0-16","Police issued",12,"police_issued",1,93905
"TAS","17-25","Fixed or mobile camera",1,"camera_issued",577,63192
"TAS","17-25","Fixed or mobile camera",2,"camera_issued",389,63192
"TAS","17-25","Fixed or mobile camera",3,"camera_issued",319,63192
"TAS","17-25","Fixed or mobile camera",4,"camera_issued",370,63192
"TAS","17-25","Fixed or mobile camera",5,"camera_issued",427,63192
"TAS","17-25","Fixed or mobile camera",6,"camera_issued",488,63192
"TAS","17-25","Fixed or mobile camera",7,"camera_issued",509,63192
"TAS","17-25","Fixed or mobile camera",8,"camera_issued",474,63192
"TAS","17-25","Fixed or mobile camera",9,"camera_issued",371,63192
"TAS","17-25","Fixed or mobile camera",10,"camera_issued",509,63192
"TAS","17-25","Fixed or mobile camera",11,"camera_issued",636,63192
"TAS","17-25","Fixed or mobile camera",12,"camera_issued",456,63192
"TAS","17-25","Police issued",1,"police_issued",447,63192
"TAS","17-25","Police issued",2,"police_issued",319,63192
"TAS","17-25","Police issued",3,"police_issued",301,63192
"TAS","17-25","Police issued",4,"police_issued",321,63192
"TAS","17-25","Police issued",5,"police_issued",324,63192
"TAS","17-25","Police issued",6,"police_issued",265,63192
"TAS","17-25","Police issued",7,"police_issued",316,63192
"TAS","17-25","Police issued",8,"police_issued",294,63192
"TAS","17-25","Police issued",9,"police_issued",384,63192
"TAS","17-25","Police issued",10,"police_issued",322,63192
"TAS","17-25","Police issued",11,"police_issued",295,63192
"TAS","17-25","Police issued",12,"police_issued",294,63192
"TAS","26-39","Fixed or mobile camera",1,"camera_issued",1568,116179
"TAS","26-39","Fixed or mobile camera",2,"camera_issued",1001,116179
"TAS","26-39","Fixed or mobile camera",3,"camera_issued",860,116179
"TAS","26-39","Fixed or mobile camera",4,"camera_issued",903,116179
"TAS","26-39","Fixed or mobile camera",5,"camera_issued",1188,116179
"TAS","26-39","Fixed or mobile camera",6,"camera_issued",1158,116179
"TAS","26-39","Fixed or mobile camera",7,"camera_issued",1200,116179
"TAS","26-39","Fixed or mobile camera",8,"camera_issued",1128,116179
"TAS","26-39","Fixed or mobile camera",9,"camera_issued",854,116179
"TAS","26-39","Fixed or mobile camera",10,"camera_issued",1360,116179
"TAS","26-39","Fixed or mobile camera",11,"camera_issued",1549,116179
"TAS","26-39","Fixed or mobile camera",12,"camera_issued",1209,116179
"TAS","26-39","Police issued",1,"police_issued",736,116179
"TAS","26-39","Police issued",2,"police_issued",562,116179
"TAS","26-39","Police issued",3,"police_issued",517,116179
"TAS","26-39","Police issued",4,"police_issued",523,116179
"TAS","26-39","Police issued",5,"police_issued",539,116179
"TAS","26-39","Police issued",6,"police_issued",427,116179
"TAS","26-39","Police issued",7,"police_issued",489,116179
"TAS","26-39","Police issued",8,"police_issued",504,116179
"TAS","26-39","Police issued",9,"police_issued",580,116179
"TAS","26-39","Police issued",10,"police_issued",520,116179
"TAS","26-39","Police issued",11,"police_issued",469,116179
"TAS","26-39","Police issued",12,"police_issued",442,116179
"TAS","40-64","Fixed or mobile camera",1,"camera_issued",1903,177791
"TAS","40-64","Fixed or mobile camera",2,"camera_issued",1193,177791
"TAS","40-64","Fixed or mobile camera",3,"camera_issued",1118,177791
"TAS","40-64","Fixed or mobile camera",4,"camera_issued",1246,177791
"TAS","40-64","Fixed or mobile camera",5,"camera_issued",1624,177791
"TAS","40-64","Fixed or mobile camera",6,"camera_issued",1614,177791
"TAS","40-64","Fixed or mobile camera",7,"camera_issued",1660,177791
"TAS","40-64","Fixed or mobile camera",8,"camera_issued",1692,177791
"TAS","40-64","Fixed or mobile camera",9,"camera_issued",1180,177791
"TAS","40-64","Fixed or mobile camera",10,"camera_issued",1916,177791
"TAS","40-64","Fixed or mobile camera",11,"camera_issued",2159,177791
"TAS","40-64","Fixed or mobile camera",12,"camera_issued",1740,177791
"TAS","40-64","Police issued",1,"police_issued",834,177791
"TAS","40-64","Police issued",2,"police_issued",642,177791
"TAS","40-64","Police issued",3,"police_issued",640,177791
"TAS","40-64","Police issued",4,"police_issued",539,177791
"TAS","40-64","Police issued",5,"police_issued",656,177791
"TAS","40-64","Police issued",6,"police_issued",469,177791
"TAS","40-64","Police issued",7,"police_issued",598,177791
"TAS","40-64","Police issued",8,"police_issued",536,177791
"TAS","40-64","Police issued",9,"police_issued",675,177791
"TAS","40-64","Police issued",10,"police_issued",630,177791
"TAS","40-64","Police issued",11,"police_issued",537,177791
"TAS","40-64","Police issued",12,"police_issued",525,177791
"TAS","65 and over","Fixed or mobile camera",1,"camera_issued",623,122412
"TAS","65 and over","Fixed or mobile camera",2,"camera_issued",419,122412
"TAS","65 and over","Fixed or mobile camera",3,"camera_issued",434,122412
"TAS","65 and over","Fixed or mobile camera",4,"camera_issued",458,122412
"TAS","65 and over","Fixed or mobile camera",5,"camera_issued",548,122412
"TAS","65 and over","Fixed or mobile camera",6,"camera_issued",613,122412
"TAS","65 and over","Fixed or mobile camera",7,"camera_issued",585,122412
"TAS","65 and over","Fixed or mobile camera",8,"camera_issued",561,122412
"TAS","65 and over","Fixed or mobile camera",9,"camera_issued",393,122412
"TAS","65 and over","Fixed or mobile camera",10,"camera_issued",761,122412
"TAS","65 and over","Fixed or mobile camera",11,"camera_issued",784,122412
"TAS","65 and over","Fixed or mobile camera",12,"camera_issued",641,122412
"TAS","65 and over","Police issued",1,"police_issued",239,122412
"TAS","65 and over","Police issued",2,"police_issued",207,122412
"TAS","65 and over","Police issued",3,"police_issued",181,122412
"TAS","65 and over","Police issued",4,"police_issued",158,122412
"TAS","65 and over","Police issued",5,"police_issued",181,122412
"TAS","65 and over","Police issued",6,"police_issued",134,122412
"TAS","65 and over","Police issued",7,"police_issued",175,122412
"TAS","65 and over","Police issued",8,"police_issued",168,122412
"TAS","65 and over","Police issued",9,"police_issued",181,122412
"TAS","65 and over","Police issued",10,"police_issued",184,122412
"TAS","65 and over","Police issued",11,"police_issued",161,122412
"TAS","65 and over","Police issued",12,"police_issued",179,122412
"VIC","0-16","Police issued",2,"police_issued",2,1206545
"VIC","0-16","Police issued",3,"police_issued",1,1206545
"VIC","0-16","Police issued",4,"police_issued",1,1206545
"VIC","0-16","Police issued",6,"police_issued",4,1206545
"VIC","0-16","Police issued",7,"police_issued",2,1206545
"VIC","0-16","Police issued",8,"police_issued",1,1206545
"VIC","0-16","Police issued",9,"police_issued",1,1206545
"VIC","0-16","Police issued",11,"police_issued",2,1206545
"VIC","0-16","Police issued",12,"police_issued",1,1206545
"VIC","17-25","Fixed camera",1,"camera_issued",3028,856412
"VIC","17-25","Fixed camera",2,"camera_issued",2250,856412
"VIC","17-25","Fixed camera",3,"camera_issued",2518,856412
"VIC","17-25","Fixed camera",4,"camera_issued",2378,856412
"VIC","17-25","Fixed camera",5,"camera_issued",2620,856412
"VIC","17-25","Fixed camera",6,"camera_issued",2989,856412
"VIC","17-25","Fixed camera",7,"camera_issued",2860,856412
"VIC","17-25","Fixed camera",8,"camera_issued",3150,856412
"VIC","17-25","Fixed camera",9,"camera_issued",3039,856412
"VIC","17-25","Fixed camera",10,"camera_issued",3385,856412
"VIC","17-25","Fixed camera",11,"camera_issued",3987,856412
"VIC","17-25","Fixed camera",12,"camera_issued",4179,856412
"VIC","17-25","Mobile camera",1,"camera_issued",2734,856412
"VIC","17-25","Mobile camera",2,"camera_issued",2526,856412
"VIC","17-25","Mobile camera",3,"camera_issued",2773,856412
"VIC","17-25","Mobile camera",4,"camera_issued",2666,856412
"VIC","17-25","Mobile camera",5,"camera_issued",2569,856412
"VIC","17-25","Mobile camera",6,"camera_issued",2743,856412
"VIC","17-25","Mobile camera",7,"camera_issued",2914,856412
"VIC","17-25","Mobile camera",8,"camera_issued",2904,856412
"VIC","17-25","Mobile camera",9,"camera_issued",3097,856412
"VIC","17-25","Mobile camera",10,"camera_issued",2870,856412
"VIC","17-25","Mobile camera",11,"camera_issued",3302,856412
"VIC","17-25","Mobile camera",12,"camera_issued",3162,856412
"VIC","17-25","Police issued",1,"police_issued",2085,856412
"VIC","17-25","Police issued",2,"police_issued",1576,856412
"VIC","17-25","Police issued",3,"police_issued",1856,856412
"VIC","17-25","Police issued",4,"police_issued",1814,856412
"VIC","17-25","Police issued",5,"police_issued",1597,856412
"VIC","17-25","Police issued",6,"police_issued",1807,856412
"VIC","17-25","Police issued",7,"police_issued",1950,856412
"VIC","17-25","Police issued",8,"police_issued",1964,856412
"VIC","17-25","Police issued",9,"police_issued",1875,856412
"VIC","17-25","Police issued",10,"police_issued",1654,856412
"VIC","17-25","Police issued",11,"police_issued",1987,856412
"VIC","17-25","Police issued",12,"police_issued",2349,856412
"VIC","26-39","Fixed camera",1,"camera_issued",12525,1570987
"VIC","26-39","Fixed camera",2,"camera_issued",9302,1570987
"VIC","26-39","Fixed camera",3,"camera_issued",10282,1570987
"VIC","26-39","Fixed camera",4,"camera_issued",9733,1570987
"VIC","26-39","Fixed camera",5,"camera_issued",10487,1570987
"VIC","26-39","Fixed camera",6,"camera_issued",10783,1570987
"VIC","26-39","Fixed camera",7,"camera_issued",9888,1570987
"VIC","26-39","Fixed camera",8,"camera_issued",11099,1570987
"VIC","26-39","Fixed camera",9,"camera_issued",10885,1570987
"VIC","26-39","Fixed camera",10,"camera_issued",11609,1570987
"VIC","26-39","Fixed camera",11,"camera_issued",12952,1570987
"VIC","26-39","Fixed camera",12,"camera_issued",13878,1570987
"VIC","26-39","Mobile camera",1,"camera_issued",12530,1570987
"VIC","26-39","Mobile camera",2,"camera_issued",11036,1570987
"VIC","26-39","Mobile camera",3,"camera_issued",11845,1570987
"VIC","26-39","Mobile camera",4,"camera_issued",11280,1570987
"VIC","26-39","Mobile camera",5,"camera_issued",10321,1570987
"VIC","26-39","Mobile camera",6,"camera_issued",10876,1570987
"VIC","26-39","Mobile camera",7,"camera_issued",12002,1570987
"VIC","26-39","Mobile camera",8,"camera_issued",11120,1570987
"VIC","26-39","Mobile camera",9,"camera_issued",11491,1570987
"VIC","26-39","Mobile camera",10,"camera_issued",10643,1570987
"VIC","26-39","Mobile camera",11,"camera_issued",11286,1570987
"VIC","26-39","Mobile camera",12,"camera_issued",11957,1570987
"VIC","26-39","Police issued",1,"police_issued",3805,1570987
"VIC","26-39","Police issued",2,"police_issued",3016,1570987
"VIC","26-39","Police issued",3,"police_issued",3580,1570987
"VIC","26-39","Police issued",4,"police_issued",3268,1570987
"VIC","26-39","Police issued",5,"police_issued",3029,1570987
"VIC","26-39","Police issued",6,"police_issued",3379,1570987
"VIC","26-39","Police issued",7,"police_issued",3693,1570987
"VIC","26-39","Police issued",8,"police_issued",3904,1570987
"VIC","26-39","Police issued",9,"police_issued",3626,1570987
"VIC","26-39","Police issued",10,"police_issued",3430,1570987
"VIC","26-39","Police issued",11,"police_issued",3737,1570987
"VIC","26-39","Police issued",12,"police_issued",4131,1570987
"VIC","40-64","Fixed camera",1,"camera_issued",21272,2055300
"VIC","40-64","Fixed camera",2,"camera_issued",15872,2055300
"VIC","40-64","Fixed camera",3,"camera_issued",17730,2055300
"VIC","40-64","Fixed camera",4,"camera_issued",16448,2055300
"VIC","40-64","Fixed camera",5,"camera_issued",17438,2055300
"VIC","40-64","Fixed camera",6,"camera_issued",16655,2055300
"VIC","40-64","Fixed camera",7,"camera_issued",16089,2055300
"VIC","40-64","Fixed camera",8,"camera_issued",18600,2055300
"VIC","40-64","Fixed camera",9,"camera_issued",18443,2055300
"VIC","40-64","Fixed camera",10,"camera_issued",19584,2055300
"VIC","40-64","Fixed camera",11,"camera_issued",21257,2055300
"VIC","40-64","Fixed camera",12,"camera_issued",22912,2055300
"VIC","40-64","Mobile camera",1,"camera_issued",20504,2055300
"VIC","40-64","Mobile camera",2,"camera_issued",18398,2055300
"VIC","40-64","Mobile camera",3,"camera_issued",19610,2055300
"VIC","40-64","Mobile camera",4,"camera_issued",18348,2055300
"VIC","40-64","Mobile camera",5,"camera_issued",17422,2055300
"VIC","40-64","Mobile camera",6,"camera_issued",17658,2055300
"VIC","40-64","Mobile camera",7,"camera_issued",19422,2055300
"VIC","40-64","Mobile camera",8,"camera_issued",17900,2055300
"VIC","40-64","Mobile camera",9,"camera_issued",17621,2055300
"VIC","40-64","Mobile camera",10,"camera_issued",16897,2055300
"VIC","40-64","Mobile camera",11,"camera_issued",18413,2055300
"VIC","40-64","Mobile camera",12,"camera_issued",18012,2055300
"VIC","40-64","Police issued",1,"police_issued",4415,2055300
"VIC","40-64","Police issued",2,"police_issued",3649,2055300
"VIC","40-64","Police issued",3,"police_issued",4335,2055300
"VIC","40-64","Police issued",4,"police_issued",3800,2055300
"VIC","40-64","Police issued",5,"police_issued",3534,2055300
"VIC","40-64","Police issued",6,"police_issued",4053,2055300
"VIC","40-64","Police issued",7,"police_issued",4195,2055300
"VIC","40-64","Police issued",8,"police_issued",4820,2055300
"VIC","40-64","Police issued",9,"police_issued",4295,2055300
"VIC","40-64","Police issued",10,"police_issued",4070,2055300
"VIC","40-64","Police issued",11,"police_issued",4500,2055300
"VIC","40-64","Police issued",12,"police_issued",4458,2055300
"VIC","65 and over","Fixed camera",1,"camera_issued",6135,1129198
"VIC","65 and over","Fixed camera",2,"camera_issued",4826,1129198
"VIC","65 and over","Fixed camera",3,"camera_issued",5557,1129198
"VIC","65 and over","Fixed camera",4,"camera_issued",5115,1129198
"VIC","65 and over","Fixed camera",5,"camera_issued",5317,1129198
"VIC","65 and over","Fixed camera",6,"camera_issued",4556,1129198
"VIC","65 and over","Fixed camera",7,"camera_issued",4620,1129198
"VIC","65 and over","Fixed camera",8,"camera_issued",5265,1129198
"VIC","65 and over","Fixed camera",9,"camera_issued",5426,1129198
"VIC","65 and over","Fixed camera",10,"camera_issued",6053,1129198
"VIC","65 and over","Fixed camera",11,"camera_issued",6478,1129198
"VIC","65 and over","Fixed camera",12,"camera_issued",6778,1129198
"VIC","65 and over","Mobile camera",1,"camera_issued",6886,1129198
"VIC","65 and over","Mobile camera",2,"camera_issued",6167,1129198
"VIC","65 and over","Mobile camera",3,"camera_issued",6678,1129198
"VIC","65 and over","Mobile camera",4,"camera_issued",6027,1129198
"VIC","65 and over","Mobile camera",5,"camera_issued",5724,1129198
"VIC","65 and over","Mobile camera",6,"camera_issued",5420,1129198
"VIC","65 and over","Mobile camera",7,"camera_issued",6031,1129198
"VIC","65 and over","Mobile camera",8,"camera_issued",5197,1129198
"VIC","65 and over","Mobile camera",9,"camera_issued",5330,1129198
"VIC","65 and over","Mobile camera",10,"camera_issued",5496,1129198
"VIC","65 and over","Mobile camera",11,"camera_issued",5735,1129198
"VIC","65 and over","Mobile camera",12,"camera_issued",5742,1129198
"VIC","65 and over","Police issued",1,"police_issued",924,1129198
"VIC","65 and over","Police issued",2,"police_issued",836,1129198
"VIC","65 and over","Police issued",3,"police_issued",972,1129198
"VIC","65 and over","Police issued",4,"police_issued",821,1129198
"VIC","65 and over","Police issued",5,"police_issued",791,1129198
"VIC","65 and over","Police issued",6,"police_issued",843,1129198
"VIC","65 and over","Police issued",7,"police_issued",894,1129198
"VIC","65 and over","Police issued",8,"police_issued",1125,1129198
"VIC","65 and over","Police issued",9,"police_issued",864,1129198
"VIC","65 and over","Police issued",10,"police_issued",1017,1129198
"VIC","65 and over","Police issued",11,"police_issued",1061,1129198
"VIC","65 and over","Police issued",12,"police_issued",998,1129198
"WA","0-16","Fixed camera",5,"camera_issued",1,537236
"WA","0-16","Fixed camera",6,"camera_issued",1,537236
"WA","0-16","Fixed camera",7,"camera_issued",1,537236
"WA","0-16","Fixed camera",8,"camera_issued",2,537236
"WA","0-16","Fixed camera",10,"camera_issued",1,537236
"WA","0-16","Fixed camera",11,"camera_issued",1,537236
"WA","0-16","Mobile camera",1,"camera_issued",1,537236
"WA","0-16","Mobile camera",4,"camera_issued",2,537236
"WA","0-16","Mobile camera",6,"camera_issued",2,537236
"WA","0-16","Mobile camera",7,"camera_issued",1,537236
"WA","0-16","Mobile camera",8,"camera_issued",1,537236
"WA","0-16","Mobile camera",9,"camera_issued",2,537236
"WA","0-16","Mobile camera",10,"camera_issued",5,537236
"WA","0-16","Mobile camera",11,"camera_issued",1,537236
"WA","0-16","Mobile camera",12,"camera_issued",4,537236
"WA","0-16","Police issued",10,"police_issued",2,537236
"WA","0-16","Police issued",11,"police_issued",1,537236
"WA","0-16","Red light camera",7,"camera_issued",1,537236
"WA","0-16","Red light camera",8,"camera_issued",1,537236
"WA","0-16","Red light camera",9,"camera_issued",1,537236
"WA","0-16","Red light camera",10,"camera_issued",1,537236
"WA","0-16","Red light camera",11,"camera_issued",1,537236
"WA","17-25","Average speed camera",1,"camera_issued",229,351126
"WA","17-25","Average speed camera",2,"camera_issued",251,351126
"WA","17-25","Average speed camera",3,"camera_issued",266,351126
"WA","17-25","Average speed camera",4,"camera_issued",228,351126
"WA","17-25","Average speed camera",5,"camera_issued",218,351126
"WA","17-25","Average speed camera",6,"camera_issued",180,351126
"WA","17-25","Average speed camera",7,"camera_issued",205,351126
"WA","17-25","Average speed camera",8,"camera_issued",243,351126
"WA","17-25","Average speed camera",9,"camera_issued",159,351126
"WA","17-25","Average speed camera",10,"camera_issued",213,351126
"WA","17-25","Average speed camera",11,"camera_issued",340,351126
"WA","17-25","Average speed camera",12,"camera_issued",264,351126
"WA","17-25","Fixed camera",1,"camera_issued",1325,351126
"WA","17-25","Fixed camera",2,"camera_issued",1052,351126
"WA","17-25","Fixed camera",3,"camera_issued",1178,351126
"WA","17-25","Fixed camera",4,"camera_issued",1103,351126
"WA","17-25","Fixed camera",5,"camera_issued",866,351126
"WA","17-25","Fixed camera",6,"camera_issued",842,351126
"WA","17-25","Fixed camera",7,"camera_issued",969,351126
"WA","17-25","Fixed camera",8,"camera_issued",1055,351126
"WA","17-25","Fixed camera",9,"camera_issued",802,351126
"WA","17-25","Fixed camera",10,"camera_issued",947,351126
"WA","17-25","Fixed camera",11,"camera_issued",940,351126
"WA","17-25","Fixed camera",12,"camera_issued",1065,351126
"WA","17-25","Mobile camera",1,"camera_issued",3685,351126
"WA","17-25","Mobile camera",2,"camera_issued",5145,351126
"WA","17-25","Mobile camera",3,"camera_issued",4505,351126
"WA","17-25","Mobile camera",4,"camera_issued",4984,351126
"WA","17-25","Mobile camera",5,"camera_issued",4485,351126
"WA","17-25","Mobile camera",6,"camera_issued",3888,351126
"WA","17-25","Mobile camera",7,"camera_issued",5380,351126
"WA","17-25","Mobile camera",8,"camera_issued",5751,351126
"WA","17-25","Mobile camera",9,"camera_issued",6221,351126
"WA","17-25","Mobile camera",10,"camera_issued",6665,351126
"WA","17-25","Mobile camera",11,"camera_issued",4980,351126
"WA","17-25","Mobile camera",12,"camera_issued",4822,351126
"WA","17-25","Police issued",1,"police_issued",916,351126
"WA","17-25","Police issued",2,"police_issued",839,351126
"WA","17-25","Police issued",3,"police_issued",695,351126
"WA","17-25","Police issued",4,"police_issued",713,351126
"WA","17-25","Police issued",5,"police_issued",787,351126
"WA","17-25","Police issued",6,"police_issued",787,351126
"WA","17-25","Police issued",7,"police_issued",625,351126
"WA","17-25","Police issued",8,"police_issued",848,351126
"WA","17-25","Police issued",9,"police_issued",765,351126
"WA","17-25","Police issued",10,"police_issued",799,351126
"WA","17-25","Police issued",11,"police_issued",818,351126
"WA","17-25","Police issued",12,"police_issued",562,351126
"WA","17-25","Red light camera",1,"camera_issued",893,351126
"WA","17-25","Red light camera",2,"camera_issued",801,351126
"WA","17-25","Red light camera",3,"camera_issued",915,351126
"WA","17-25","Red light camera",4,"camera_issued",853,351126
"WA","17-25","Red light camera",5,"camera_issued",871,351126
"WA","17-25","Red light camera",6,"camera_issued",678,351126
"WA","17-25","Red light camera",7,"camera_issued",1069,351126
"WA","17-25","Red light camera",8,"camera_issued",963,351126
"WA","17-25","Red light camera",9,"camera_issued",1069,351126
"WA","17-25","Red light camera",10,"camera_issued",1091,351126
"WA","17-25","Red light camera",11,"camera_issued",1030,351126
"WA","17-25","Red light camera",12,"camera_issued",1071,351126
"WA","26-39","Average speed camera",1,"camera_issued",471,637489
"WA","26-39","Average speed camera",2,"camera_issued",604,637489
"WA","26-39","Average speed camera",3,"camera_issued",631,637489
"WA","26-39","Average speed camera",4,"camera_issued",550,637489
"WA","26-39","Average speed camera",5,"camera_issued",409,637489
"WA","26-39","Average speed camera",6,"camera_issued",440,637489
"WA","26-39","Average speed camera",7,"camera_issued",502,637489
"WA","26-39","Average speed camera",8,"camera_issued",581,637489
"WA","26-39","Average speed camera",9,"camera_issued",385,637489
"WA","26-39","Average speed camera",10,"camera_issued",423,637489
"WA","26-39","Average speed camera",11,"camera_issued",584,637489
"WA","26-39","Average speed camera",12,"camera_issued",505,637489
"WA","26-39","Fixed camera",1,"camera_issued",4272,637489
"WA","26-39","Fixed camera",2,"camera_issued",3597,637489
"WA","26-39","Fixed camera",3,"camera_issued",3463,637489
"WA","26-39","Fixed camera",4,"camera_issued",3564,637489
"WA","26-39","Fixed camera",5,"camera_issued",2950,637489
"WA","26-39","Fixed camera",6,"camera_issued",2652,637489
"WA","26-39","Fixed camera",7,"camera_issued",2879,637489
"WA","26-39","Fixed camera",8,"camera_issued",2970,637489
"WA","26-39","Fixed camera",9,"camera_issued",2514,637489
"WA","26-39","Fixed camera",10,"camera_issued",2876,637489
"WA","26-39","Fixed camera",11,"camera_issued",2682,637489
"WA","26-39","Fixed camera",12,"camera_issued",3353,637489
"WA","26-39","Mobile camera",1,"camera_issued",9352,637489
"WA","26-39","Mobile camera",2,"camera_issued",13069,637489
"WA","26-39","Mobile camera",3,"camera_issued",11506,637489
"WA","26-39","Mobile camera",4,"camera_issued",12026,637489
"WA","26-39","Mobile camera",5,"camera_issued",10393,637489
"WA","26-39","Mobile camera",6,"camera_issued",9339,637489
"WA","26-39","Mobile camera",7,"camera_issued",12534,637489
"WA","26-39","Mobile camera",8,"camera_issued",13870,637489
"WA","26-39","Mobile camera",9,"camera_issued",14314,637489
"WA","26-39","Mobile camera",10,"camera_issued",15185,637489
"WA","26-39","Mobile camera",11,"camera_issued",11613,637489
"WA","26-39","Mobile camera",12,"camera_issued",12015,637489
"WA","26-39","Police issued",1,"police_issued",1913,637489
"WA","26-39","Police issued",2,"police_issued",1511,637489
"WA","26-39","Police issued",3,"police_issued",1495,637489
"WA","26-39","Police issued",4,"police_issued",1497,637489
"WA","26-39","Police issued",5,"police_issued",1524,637489
"WA","26-39","Police issued",6,"police_issued",1449,637489
"WA","26-39","Police issued",7,"police_issued",1217,637489
"WA","26-39","Police issued",8,"police_issued",1591,637489
"WA","26-39","Police issued",9,"police_issued",1234,637489
"WA","26-39","Police issued",10,"police_issued",1423,637489
"WA","26-39","Police issued",11,"police_issued",1484,637489
"WA","26-39","Police issued",12,"police_issued",1124,637489
"WA","26-39","Red light camera",1,"camera_issued",3494,637489
"WA","26-39","Red light camera",2,"camera_issued",2795,637489
"WA","26-39","Red light camera",3,"camera_issued",3087,637489
"WA","26-39","Red light camera",4,"camera_issued",3212,637489
"WA","26-39","Red light camera",5,"camera_issued",3091,637489
"WA","26-39","Red light camera",6,"camera_issued",2290,637489
"WA","26-39","Red light camera",7,"camera_issued",3611,637489
"WA","26-39","Red light camera",8,"camera_issued",3479,637489
"WA","26-39","Red light camera",9,"camera_issued",3557,637489
"WA","26-39","Red light camera",10,"camera_issued",3511,637489
"WA","26-39","Red light camera",11,"camera_issued",3579,637489
"WA","26-39","Red light camera",12,"camera_issued",3840,637489
"WA","40-64","Average speed camera",1,"camera_issued",546,893966
"WA","40-64","Average speed camera",2,"camera_issued",609,893966
"WA","40-64","Average speed camera",3,"camera_issued",673,893966
"WA","40-64","Average speed camera",4,"camera_issued",589,893966
"WA","40-64","Average speed camera",5,"camera_issued",504,893966
"WA","40-64","Average speed camera",6,"camera_issued",498,893966
"WA","40-64","Average speed camera",7,"camera_issued",551,893966
"WA","40-64","Average speed camera",8,"camera_issued",623,893966
"WA","40-64","Average speed camera",9,"camera_issued",418,893966
"WA","40-64","Average speed camera",10,"camera_issued",544,893966
"WA","40-64","Average speed camera",11,"camera_issued",740,893966
"WA","40-64","Average speed camera",12,"camera_issued",592,893966
"WA","40-64","Fixed camera",1,"camera_issued",6412,893966
"WA","40-64","Fixed camera",2,"camera_issued",5241,893966
"WA","40-64","Fixed camera",3,"camera_issued",5077,893966
"WA","40-64","Fixed camera",4,"camera_issued",5067,893966
"WA","40-64","Fixed camera",5,"camera_issued",4226,893966
"WA","40-64","Fixed camera",6,"camera_issued",4038,893966
"WA","40-64","Fixed camera",7,"camera_issued",4582,893966
"WA","40-64","Fixed camera",8,"camera_issued",4809,893966
"WA","40-64","Fixed camera",9,"camera_issued",3824,893966
"WA","40-64","Fixed camera",10,"camera_issued",4227,893966
"WA","40-64","Fixed camera",11,"camera_issued",3846,893966
"WA","40-64","Fixed camera",12,"camera_issued",5074,893966
"WA","40-64","Mobile camera",1,"camera_issued",13530,893966
"WA","40-64","Mobile camera",2,"camera_issued",19349,893966
"WA","40-64","Mobile camera",3,"camera_issued",16622,893966
"WA","40-64","Mobile camera",4,"camera_issued",17048,893966
"WA","40-64","Mobile camera",5,"camera_issued",15404,893966
"WA","40-64","Mobile camera",6,"camera_issued",13549,893966
"WA","40-64","Mobile camera",7,"camera_issued",18163,893966
"WA","40-64","Mobile camera",8,"camera_issued",19806,893966
"WA","40-64","Mobile camera",9,"camera_issued",19385,893966
"WA","40-64","Mobile camera",10,"camera_issued",20374,893966
"WA","40-64","Mobile camera",11,"camera_issued",16146,893966
"WA","40-64","Mobile camera",12,"camera_issued",16724,893966
"WA","40-64","Police issued",1,"police_issued",2201,893966
"WA","40-64","Police issued",2,"police_issued",1808,893966
